file_index,file,channel,rms,peak,crest_factor,kurtosis,amp_1x,amp_2x,amp_3x,amp_FTF_hz,amp_BPFO_hz,amp_BPFI_hz,amp_BSF_hz,z_rms,z_crest_factor,z_kurtosis,z_amp_1x,z_amp_2x,z_amp_3x,z_amp_FTF_hz,z_amp_BPFO_hz,z_amp_BPFI_hz,z_amp_BSF_hz,health_indicator,onset_flagged
17,2004.02.12.13.22.39,ch1,0.07762277416041877,0.444,5.7199707792253,0.4477488811593342,50.01164397443876,20.228516636853072,8.069711592650545,6.602036214176974,9.805690462548666,9.344175565846479,12.991811282812918,0.2614927184253377,0.9011179771066054,-0.006060515598126345,0.6247859316778128,-0.11589452808038504,-0.9473894829316116,-1.2400165540536208,-0.5743326263009634,-0.612531455060609,0.6407222711534788,0.5924344060388551,False
18,2004.02.12.13.32.39,ch1,0.07782555832949016,0.405,5.203945961882484,0.34144531637324205,40.79264075506535,23.35215125129566,14.936431985293574,11.349648763911357,15.067518195648955,15.115533445286625,7.460638207549548,0.4356299109365035,-0.08593130359981696,-0.993627460607657,-0.7137036262542571,0.369776246551032,1.531643759237956,0.4303685170377616,0.9653579311452315,1.2279431912874474,-1.1321041208144873,0.7886086067472149,False
19,2004.02.12.13.42.39,ch1,0.07893316063389487,0.471,5.967073866262322,0.5964296522845243,39.66533358296882,16.33641752106702,12.971187843481392,9.838597162138905,9.169567764140709,9.765067937546215,14.59634238678908,1.386763111280309,1.3737753302474225,1.37519339829673,-0.8773752122736934,-0.7210481474461334,0.8221485012467992,-0.10127512717466235,-0.7604717706812834,-0.4783097077462991,1.1549992697496567,0.9051359576142989,False
20,2004.02.12.13.52.39,ch1,0.07902854786058722,0.415,5.25126693118661,0.5063801110635779,44.79262431793531,15.669117770441687,10.269106789090161,10.141513035132428,12.393398437478796,11.285014391988021,8.129840035363339,1.4686751458030018,0.004583972301996939,0.5386273762444327,-0.1329536141976125,-0.82480163554589,-0.15336067545555349,0.005301841089797893,0.18286995358672686,0.0063982191650243676,-0.9176146001001131,0.4235187033490149,False
21,2004.02.12.14.02.39,ch1,0.07936328499916934,0.381,4.8007085392696105,0.38440684339994036,52.80039971720854,18.86692457943587,14.533404564728444,9.693700077690174,12.795493724130367,9.812662801389884,12.269784307584429,1.7561245350173513,-0.8572415091698925,-0.5945121150021287,1.0296800783113949,-0.3275983766035913,1.3861422219746562,-0.15225526175227624,0.3005291297236597,-0.463131799525997,0.4093014748810863,0.7276516501962034,False
22,2004.02.12.14.12.39,ch1,0.07948672040475141,0.344,4.327766930731702,0.4149724425540562,38.66536012409375,19.090732372427404,9.621918228177229,11.966486326154877,14.161362100513387,9.574832113760351,13.156153493850736,1.86212242964083,-1.7618814777033354,-0.31055573555467975,-1.0225594584512823,-0.2928001631095516,-0.38700961770373227,0.6473947053516378,0.700202921513152,-0.5389755367970844,0.6933964878300813,0.8216898533655368,False
23,2004.02.12.14.22.39,ch1,0.07975294340914243,0.393,4.927717814549634,0.5200740317916859,48.09421315180452,12.255564760499507,9.077606602410356,13.494726843724251,8.182413178482358,15.137571029423828,18.300677051476722,2.09073656051127,-0.6142989033205564,0.6658447794037063,0.346397794361654,-1.3555496708374217,-0.5835177813128324,1.1850860436491721,-1.0493281664763496,1.2349709334095873,2.3422957381262783,1.1468026371408828,False
24,2004.02.12.14.32.39,ch1,0.07938138784581765,0.437,5.505068780717017,0.4846810415588352,45.61070029533561,13.328610436031267,6.8527680539901485,8.137363487789434,13.348883876924893,10.202916803035667,8.381589039096543,1.7716700231401816,0.4900546795267633,0.3370416267592762,-0.014178717683387925,-1.1887097587552586,-1.3867321842035059,-0.699831833793504,0.46245947713535795,-0.3386805680014999,-0.8369251564871748,0.7526284025485912,False
25,2004.02.12.14.42.39,ch1,0.07759187944533484,0.405,5.219618378819285,0.3099755507638151,39.292806316844334,12.700918031912584,7.809265602630298,11.666054068377756,14.949754695157916,9.875568679590112,13.716542832125214,0.2349624474836589,-0.05595319529088347,-1.2859836045018438,-0.931461738103814,-1.2863049943596567,-1.041416067695673,0.5416915644554293,0.9308985457538689,-0.4430712390214716,0.8730099251881509,0.762475332185445,False
26,2004.02.12.14.52.39,ch1,0.07774099563514575,0.388,4.990931706367161,0.36804211992333746,44.26181909890275,10.600056336897934,9.036800266885722,10.387198283109917,9.743598474917414,6.1348130557142735,16.67801572403746,0.3630132453863868,-0.4933837373205235,-0.7465414472473337,-0.21002021522427028,-1.6129523948250004,-0.5982497430751134,0.09174296620476591,-0.5925016831189021,-1.6359908305189317,1.8222077229138598,0.8166603985835087,False
27,2004.02.12.15.02.39,ch1,0.07751394405806931,0.4,5.160361853092411,0.40420833824649316,34.563311111103985,23.42019341780874,8.855493763823004,7.376486304100514,10.774965191650411,11.67513823209578,11.035940507688853,0.16803686055132205,-0.1692987343621485,-0.4105549559775749,-1.6181281592490169,0.3803556182756294,-0.6637052767816483,-0.9675364695981116,-0.2907081475706692,0.1308079424317305,0.013835481997331785,0.4812967646795183,False
28,2004.02.12.15.12.39,ch1,0.07827954401833694,0.391,4.9949192334131185,0.34199171275367135,54.84855401599528,19.602245028790694,13.830534391951323,12.490586655643488,9.821010335606788,9.990145874845322,8.597331510183915,0.825481809425642,-0.4857564186912045,-0.9885514031370479,1.327047708707565,-0.21326885464565656,1.1323910243708055,0.8317925172962604,-0.5698497992140025,-0.4065327974065252,-0.7677763626585045,0.7548448695553213,False
29,2004.02.12.15.22.39,ch1,0.07886118143611597,0.488,6.188088881160373,0.5350200636292444,50.39458029991578,11.381855785306037,12.594909596394057,17.64036835324767,8.98193335821613,13.115523757214579,10.680849643902395,1.3249522930205688,1.7965315701580933,0.8046943751960378,0.6803837290542957,-1.4913961980921329,0.6863039889474195,2.643675516792276,-0.8153764421582188,0.5901440458800653,-0.09997662373529531,1.0933434783034404,False
30,2004.02.12.15.32.39,ch1,0.07858236746600665,0.403,5.128376924687727,0.4890447103350155,51.410183893906975,16.160462524620844,14.548623898080976,14.613750654927793,13.300126234977823,7.94920644790212,11.609820034352138,1.0855259008615499,-0.2304793200902886,0.37758038997946963,0.8278372848464031,-0.7484060845842235,1.391636727524206,1.578799862721193,0.4481922519966487,-1.0573843558244336,0.19777273307138402,0.79436149114998,False
31,2004.02.12.15.42.39,ch1,0.08023091764702917,0.396,4.935753093865595,0.4867117699711172,48.64036766563625,22.498964669454026,9.14713210670037,5.422455939598752,12.633453228120596,14.836283147665734,6.970661922598195,2.501188186293536,-0.5989290676023151,0.3559072241481964,0.42569293033091155,0.2371205940005492,-0.5584175840631802,-1.6550363687854637,0.2531136242595268,1.1388908220716512,-1.2891490871499176,0.9013445488705247,False
32,2004.02.12.15.52.39,ch1,0.07742107025313345,0.388,5.011555623442141,0.5086729705515918,45.05676319491378,16.154497423701915,7.82335536647256,11.83148474145365,12.380519653330914,10.829621626117008,12.4294751231281,0.08828318094496848,-0.45393442823684027,0.5599281881642432,-0.09460379260989243,-0.7493335538761361,-1.0363293609503814,0.5998961722897466,0.1791014261187633,-0.13882563581400864,0.46048484746742113,0.4360720586472402,False
33,2004.02.12.16.02.39,ch1,0.07901612461528817,0.376,4.758522413376508,0.40449241574751404,38.64203413635509,13.433261785509359,9.743809169998002,11.788314936775368,8.324398585525696,12.55841310224426,13.079895915213937,1.458006911353738,-0.9379348863469714,-0.40791585774607475,-1.0259461142831225,-1.1724382967435862,-0.3430043751112425,0.5847074439550034,-1.0077810840539128,0.41248255666001127,0.6689547561837701,0.8019172282437431,False
34,2004.02.12.16.12.39,ch1,0.07823475415576188,0.359,4.588753475025269,0.40668092875128137,42.057611502747264,21.004521529649686,13.253400216809212,13.365784158419498,8.526385291851701,9.08925498421107,9.933364828118128,0.787019334975601,-1.2626679279645405,-0.3875844313673529,-0.5300449273068839,0.004760716185294231,0.9240332169228294,1.1397192546993147,-0.948676711916559,-0.6938251258280476,-0.3395570510670803,0.7017888698233504,False
35,2004.02.12.16.22.39,ch1,0.07812870584960675,0.356,4.556583859014373,0.4218788787843972,45.42130046485637,14.26921645902037,9.517022684696602,7.380776812114442,8.111838227695149,9.629539564301501,10.68969553586528,0.6959522936528795,-1.3242017830757415,-0.24639449935695076,-0.0416773191414961,-1.0424619057906717,-0.42487915721818836,-0.9660269107495775,-1.0699794669048552,-0.5215294387053311,-0.0971413787485792,0.6430244153344271,False
36,2004.02.12.16.32.39,ch1,0.07686189103169887,0.413,5.373273991264062,0.40962780617356787,46.20667316804867,12.300830769043484,9.815214535369925,8.34780388701356,12.013147481349618,11.766322118817433,8.884790223726336,-0.3919017377156016,0.2379583698952623,-0.36020775082892387,0.0723494511386879,-1.3485115949586433,-0.31722550771831415,-0.6257911454399111,0.07160275969343267,0.1598863040880962,-0.6756414055644531,0.42610760270413267,False
37,2004.02.12.16.42.39,ch1,0.07986518700725069,0.457,5.722142739846218,0.5706517890996228,32.993082228897734,25.773762998347948,6.671668642320909,14.266073739419278,9.362006684376306,10.924182236022176,10.98794124132554,2.187123695372087,0.9052724907977079,1.1357153935316682,-1.8461067066455175,0.7462946932379536,-1.452112953478224,1.4564743100050146,-0.7041612254865033,-0.10867044379348668,-0.0015490241546347375,1.0543480936502796,False
38,2004.02.12.16.52.39,ch1,0.07742917473155306,0.378,4.881880780862329,0.35696928410462325,38.21390654485706,13.096775562631315,11.904164465738107,15.242597848525515,11.053019078425692,5.155397804923076,12.442117006445638,0.09524275340676341,-0.7019757157726084,-0.8494088032394289,-1.0881051456932094,-1.2247560434359732,0.43693019143594714,1.8000514819676108,-0.2093453653503427,-1.9483244225405518,0.4645367663071593,0.8818676689149594,False
39,2004.02.12.17.02.39,ch1,0.0784612560514543,0.498,6.347081668861065,0.6561008820895786,37.991285117058744,11.865120332655541,11.495737265253963,6.063823589785675,12.700529470178141,15.610235287476533,6.711706557624593,0.9815236909860044,2.1006520532495494,1.9295429560196427,-1.1204271277328497,-1.4162569785502792,0.2894792178836759,-1.4293795914620626,0.27274114947767525,1.3857026331851183,-1.3721482808327221,1.2297853679379578,False
40,2004.02.12.17.12.39,ch1,0.0785959604559929,0.371,4.720344377084477,0.5058926832599493,51.19007381357871,22.856997812199346,11.52339905184948,13.693804705765833,13.728477668660085,9.430734714124776,11.678429910594417,1.0971986321446563,-1.0109616129584515,0.5340991406400024,0.7958799205734572,0.29278851142496615,0.29946571574392944,1.255128972648855,0.5735343747651801,-0.5849279133736148,0.21976325799202695,0.6663748052265139,False
41,2004.02.12.17.22.39,ch1,0.07866142681365101,0.393,4.996095493297081,0.45311400755295494,45.02563605206748,9.558562104428555,17.63605538064416,7.628606392088945,4.809701986206171,12.160168608405824,5.537832185946813,1.1534166681911575,-0.48350647560054577,0.04378185321424335,-0.09912308332675335,-1.7748866070785103,2.5062656683494793,-0.8788313306074242,-2.036234587428494,0.28548317293292574,-1.7483931458274935,1.1009922592557027,False
42,2004.02.12.17.32.39,ch1,0.07762854039078106,0.449,5.783955201781972,0.43076402223267607,54.453493699162856,24.604456309586677,14.758972799443022,10.89963947976938,6.382186214790602,10.310538292589287,15.475811997765357,0.2664443631777846,1.023507009839932,-0.16385094600721223,1.2696896520662224,0.5644878702866959,1.4675771895079286,0.2720386655157932,-1.576101865246431,-0.304360287217792,1.4368828622637642,0.8344940711129556,False
43,2004.02.12.17.42.39,ch1,0.07820874324224403,0.415,5.3063120924290725,0.488396336752809,44.66405118081815,18.95157626862273,10.963901096273064,7.7880058421608,11.654928396133593,12.912040015779523,8.247956000256245,0.7646829392135889,0.10987403778860844,0.3715569577540969,-0.15162090363951605,-0.31443651341026235,0.09747496157169189,-0.8227487293102524,-0.0332175747950082,0.5252534820165066,-0.8797566092136255,0.4070622708713157,False
44,2004.02.12.17.52.39,ch1,0.07808856431612202,0.469,6.006001059276373,0.5367816627512911,40.97302725771742,12.71119117960294,9.036344251553382,8.649994161002196,14.57020337804022,9.504659951420283,10.17683279447762,0.6614814867051049,1.4482350394960812,0.8210597441918177,-0.6875136527347456,-1.284707698832962,-0.5984143743842635,-0.5194694696477548,0.8198360768409887,-0.5613533009843303,-0.26152180782162726,0.7663592651639675,False
45,2004.02.12.18.02.39,ch1,0.07648226248359404,0.361,4.7200486528158985,0.45767000589970763,45.54807504309987,10.449744302912926,5.245025378996738,11.150252349057665,11.247372809608613,9.274893965678064,8.038811564349711,-0.7179008029621169,-1.0115272726259288,0.0861073704988686,-0.02327115904453736,-1.6363232979531661,-1.9671617500313923,0.3602135094183241,-0.1524745174462315,-0.6346252207275477,-0.9467906308692762,0.753639553157739,False
46,2004.02.12.18.12.39,ch1,0.07891327536794347,0.364,4.612658621794652,0.3564760255027606,46.05295630322762,17.45149160533075,9.812730834850472,9.244333306044943,7.590239479186449,10.879776900191093,7.6789012790531554,1.3696870032144222,-1.216942301733225,-0.8539912073339802,0.0500315916537647,-0.5476735498629824,-0.318122176841163,-0.3103590536977076,-1.2226071675045111,-0.12283121782048352,-1.0621474356252134,0.7074392705287453,False
47,2004.02.12.18.22.39,ch1,0.07732266473953077,0.396,5.121396182270311,0.49828610176171706,47.92472808598062,12.087675330079154,10.408315394134078,12.069865004943251,14.623065126777494,10.472446885045505,13.025472452612327,0.003779247798403598,-0.24383204373910047,0.46343350993146354,0.3217905797384947,-1.3816535529456786,-0.10310338525488269,0.6837671346323112,0.835304225839648,-0.25272795637531864,0.651511195924571,0.4940902832179872,False
48,2004.02.12.18.32.39,ch1,0.07824754763529333,0.415,5.303680595004558,0.32975824899322603,39.705931240896994,16.44257605188968,7.864456835638817,9.007263713748952,11.341988589865085,4.422181164837587,11.443179299213847,0.7980055012935051,0.10484052476219381,-1.1022010672578921,-0.871480915469548,-0.7045423449876805,-1.021490849617617,-0.39376887360879115,-0.1247885058860508,-2.1821457631240535,0.1443618039230426,0.7447626149930374,False
49,2004.02.12.18.42.39,ch1,0.0769698265505305,0.405,5.261802165217542,0.4243128403754697,46.66297765886212,18.498131636643837,13.638557579942438,8.237356864838185,11.182280600527696,6.664362485555139,13.247511997238087,-0.2992140870590086,0.0247357069140113,-0.2237828398363809,0.13859943301393302,-0.3849392555195363,1.0630832804286379,-0.6646504784321468,-0.17152148453995497,-1.4671185616405502,0.7226782990719179,0.5160323426456077,False
50,2004.02.12.18.52.39,ch1,0.07847964256337435,0.396,5.045894541125359,0.5533985473990728,60.24794813338919,19.21630824572441,9.565170055346613,9.739969171370296,9.749169830914868,11.970236782719901,15.840145423636292,0.9973127714674408,-0.38825114545600387,0.9754316699142229,2.1109754797820157,-0.2732753021103861,-0.4074969244288184,-0.13597608932053928,-0.590871419899244,0.22491428827671217,1.5536573518831012,0.7658162442538483,False
51,2004.02.12.19.02.39,ch1,0.07853956351488958,0.427,5.436750357277566,0.5791138307510244,39.95058184942701,13.437855534523232,8.897590104963646,18.660353728129568,16.495889691160578,11.777694411352691,11.85064633437521,1.0487687915169481,0.3593755950165543,1.2143283040115194,-0.8359605585429984,-1.1717240487865062,-0.6485075953421694,3.002543963845646,1.3833210830610279,0.16351290575086225,0.27496128145911775,1.010300412733335,False
52,2004.02.12.19.12.39,ch1,0.07938090836770041,0.532,6.7018633439632875,0.6276825132083981,56.19486914258389,26.64463043100908,13.913832283352823,10.969576590060221,14.658568441453959,12.884096452107878,13.108422911805853,1.7712582800855403,2.779276385739404,1.6655344837297916,1.5225166434442339,0.8816994101232805,1.1624633485633256,0.2966451184900629,0.8456930338999197,0.5163423346677194,0.6780980991516306,1.2119527137894908,False
53,2004.02.12.19.22.39,ch1,0.07691333012919477,0.386,5.018635902926301,0.3985078570542333,43.46734304784186,24.804414762497693,7.404165179272686,11.068897067169704,10.986673764862797,10.309987826953682,10.368520223417395,-0.34772935451496495,-0.4403913106634904,-0.46351279240998855,-0.3253686832817946,0.5955779268094312,-1.187666003399541,0.33158972285265687,-0.22875900981099256,-0.30453582962344083,-0.20008302649823956,0.4425213659864541,False
54,2004.02.12.19.32.39,ch1,0.07662792325938943,0.4,5.220029239810919,0.42524278547334715,28.97807604725589,14.90245522635997,8.526120503130185,11.934454824806641,8.69655086957989,6.9629606003857445,5.401339770497957,-0.5928172785816815,-0.05516730276666159,-0.21514359014437434,-2.4290378241731645,-0.9440043073127687,-0.7826160836370001,0.6361248426372236,-0.8988836843755196,-1.371896211671436,-1.7921410729161187,0.9717832198215948,False
55,2004.02.12.19.42.39,ch1,0.07833920727505721,0.442,5.642130107955924,0.613387552300388,45.67561920815843,17.376272036757193,13.422508720497802,8.953109226065529,6.796407201316444,13.586488613768811,15.171042459217754,0.8767165387879878,0.7522247921203107,1.532733378692897,-0.004753264100397305,-0.5593688825909687,0.9850850114049126,-0.412822418271793,-1.4548945255158106,0.7403338098690382,1.3391995184137144,0.8658132139767829,False
56,2004.02.12.19.52.39,ch1,0.07738031364276786,0.461,5.957587638223358,0.4843217611881623,46.93210979304255,15.09311200291317,13.506148205667893,12.333233882560979,16.75168161335326,18.95343742033031,6.536471748432222,0.053284187986906865,1.3556301282187833,0.3337038890382384,0.17767421612578485,-0.9143604994457448,1.0152806582695717,0.7764300123954426,1.4581696769808883,2.451843200390943,-1.4283137434390274,0.9964690212291331,False
57,2004.02.12.20.02.39,ch1,0.07742347280137335,0.452,5.8380228068506685,0.44941512079219237,52.79739648262502,24.616375998077118,13.107569410136659,11.68604386196424,19.33467028086774,10.317425856571267,11.048197308878649,0.09034632525886668,1.1269272115414355,0.009418957617910432,1.0292440443894608,0.5663411742281207,0.8713851699947802,0.548724710574931,2.21399131597995,-0.30216385664655804,0.01776397606806564,0.6776306742300079,False
58,2004.02.12.20.12.39,ch1,0.07599751100981861,0.347,4.565939007596826,0.2985831400319756,53.462374918743656,22.73609522926941,7.520932225492568,14.71641056710235,11.679724495951689,6.200820650231924,12.243820547101343,-1.1341722559826133,-1.3063073090720296,-1.3918198319639776,1.125790999826503,0.27399026567784,-1.14551059694391,1.614919403416553,-0.02596186011030871,-1.6149411387975194,0.4009796886717555,1.003439335046301,False
59,2004.02.12.20.22.39,ch1,0.07812885896719358,0.388,4.9661546978808655,0.3479309532451049,53.32500433777086,16.0123963568651,11.866870136961197,11.693861742798918,9.886659680281388,11.436019466539179,12.806986305123178,0.6960837805772143,-0.5407770555922834,-0.933375477479197,1.1058464262295702,-0.7714277946325577,0.4234661393855072,0.5514753291852359,-0.5506398058000872,0.05455343964985485,0.5814830114368301,0.6209128259968338,False
60,2004.02.12.20.32.39,ch1,0.0786632849704597,0.413,5.250225694936249,0.41299062915361917,48.09163432486904,15.879696790497578,10.734426355099881,7.5569242433573365,9.328368383389735,22.095974726826718,14.481774730423254,1.1550123263305063,0.002592301635349597,-0.328966909341625,0.34602337937960964,-0.792060265822684,0.014629661475292339,-0.9040517524195896,-0.7140043022698322,3.4539921501924424,1.1182785665448338,0.8829611615411765,False
61,2004.02.12.20.42.39,ch1,0.07712632634090483,0.342,4.434283547855389,0.3950734414213919,52.94018686238031,17.541205792076575,8.573074141064927,10.976184732668509,13.286705998584846,15.57840751150406,11.248167559626994,-0.16482275735527593,-1.5581371096386303,-0.49541873424028465,1.049975508272017,-0.5337245564785411,-0.7656648139441596,0.2989701066066994,0.44426528739403015,1.3755528181934578,0.08185752969786919,0.6768389221820964,False
62,2004.02.12.20.52.39,ch1,0.07930147000233508,0.391,4.930551728593263,0.47239362493033044,40.134646009283955,9.155906251794203,9.371060570119688,8.513145880948102,10.758261335573263,12.154527953689513,20.829659660154707,1.7030420382273028,-0.6088782089579253,0.22289073702863066,-0.8092366329628092,-1.8374925786459295,-0.4775746091141491,-0.5676177381958444,-0.29559594906845255,0.2836843792675464,3.1528737208589637,0.9958886592327554,False
63,2004.02.12.21.02.39,ch1,0.0769426198413264,0.408,5.302652818962897,0.3944622448109758,43.776701886247295,13.89889432693293,9.191751844573009,16.83952806979448,12.568352985372504,8.488223118599771,12.558801179467478,-0.32257735047333214,0.10287460070475714,-0.5010967900097537,-0.2804534614290121,-1.1000405470064143,-0.5423089023172809,2.3619103896266984,0.23406430639300813,-0.8854930025066939,0.5019358457869176,0.6832755196253868,False
